id,date,name,type,description,elapsed_time,distance,commute,gear,filename
900493028,2017-03-14 20:46:47,Afternoon Run,Run,,4510,13927.8,false,,activities/999391553.fit.gz
900676078,2017-02-20 22:57:38,Afternoon Run,Run,,855,3181.5,false,,activities/999584649.fit.gz
900676083,2017-02-22 22:00:42,Afternoon Run,Run,,398,1582.6,false,,activities/999584662.fit.gz
900676084,2017-02-18 20:11:07,Afternoon Run,Run,,863,3262.3,false,,activities/999584647.fit.gz
900676085,2017-02-24 22:05:33,Afternoon Run,Run,,1002,3434.7,false,,activities/999584648.fit.gz
900676086,2017-02-15 23:47:48,Afternoon Run,Run,,891,3226.8,false,,activities/999584659.fit.gz
900676089,2017-02-13 23:29:35,Afternoon Run,Run,,1216,4630.9,false,,activities/999584657.fit.gz
900676090,2017-02-14 21:34:52,Afternoon Run,Run,,3143,11254.1,false,,activities/999584654.fit.gz
900676091,2017-02-22 22:11:13,Afternoon Run,Run,,421,1611.0,false,,activities/999584660.fit.gz
900676093,2017-02-23 21:34:56,Afternoon Run,Run,,2196,7118.3,false,,activities/999584653.fit.gz
900676096,2017-02-15 22:53:51,Afternoon Run,Run,,1244,4695.8,false,,activities/999584661.fit.gz
900676097,2017-02-11 21:34:35,Afternoon Run,Run,,3681,12735.5,false,,activities/999584650.fit.gz
900676098,2017-03-13 20:36:41,Afternoon Run,Run,,3661,12701.4,false,,activities/999584677.fit.gz
900676100,2017-02-13 22:56:01,Afternoon Run,Run,,1301,4902.8,false,,activities/999584668.fit.gz
900676101,2017-03-10 17:23:08,Lunch Run,Run,,3630,12877.4,false,,activities/999584652.fit.gz
900676103,2017-02-20 23:58:34,Afternoon Run,Run,,919,3324.5,false,,activities/999584673.fit.gz
900676105,2017-03-08 21:36:01,Afternoon Run,Run,,3588,12661.7,false,,activities/999584665.fit.gz
900676106,2017-02-28 21:35:03,Afternoon Run,Run,,2747,11299.8,false,,activities/999584656.fit.gz
900676107,2017-03-05 20:22:15,Afternoon Run,Run,,2758,9035.5,false,,activities/999584651.fit.gz
900676110,2017-03-01 21:58:44,Afternoon Run,Run,,1967,6607.6,false,,activities/999584658.fit.gz
900676112,2017-02-17 21:34:01,Afternoon Run,Run,,2387,8043.2,false,,activities/999584672.fit.gz
900676113,2017-03-11 17:33:55,Lunch Run,Run,,3633,12387.3,false,,activities/999584667.fit.gz
900676114,2017-03-03 21:33:47,Afternoon Run,Run,,2638,9352.1,false,,activities/999584655.fit.gz
900676117,2017-02-27 21:32:47,Afternoon Run,Run,,4162,10051.5,false,,activities/999584669.fit.gz
