id,date,name,type,description,elapsed_time,distance,commute,gear,filename
839671687,2017-01-21 20:13:02,6x6min Over-Unders indoors,Ride,"On wattbike, 20min warmup, 6x6min over-under intervals, goal of 95-105% ftp, traveled 2.58 for the first four, 2.6 for the fifth and 2.7 for the sixth.  3 minutes rest in between between 160-200w mostly.  5 min cool down ",4800,49889.7,false,,
842086709,2017-01-23 19:30:36,90m Indoors,Ride,"Pretty easy, Bike monitor died after less than half an hour.  Something like 160-70 watts I think ",5400,51901.3,false,,
843392670,2017-01-24 21:30:39,3x20m tempo indoors,Ride,"On wattbike, 3x20m at goal 235w with 4 min rest, ended up doing more than that.  8.15m, 8.2m, 8.37m for the three",5400,57131.7,false,,
844501549,2017-01-25 21:30:55,75min indoors,Ride,"On the wattbike, just a steady ride about 180 watts",4500,44257.0,false,,
845537038,2017-01-26 21:30:41,7x5min Indoors,Ride,"On the wattbike, 7x5min at goal of about 275w, started at that but got a little higher throughout.  Traveled 2.16-19 for the first six and 2.24 for the last.   15min wu/cd",4500,47475.6,false,,
847596218,2017-01-27 21:30:33,Easy 60 indoors,Ride,"Before the meet, kept it pretty low today",3600,32186.9,false,,
848758483,2017-01-29 17:41:13,Afternoon Ride,Ride,"Actually able to go outside now that I'm back in town for the week.  Went up the S curves which was fun, but starting hacking at the top.  Descent was COLD, didn't dress extremities enough.  Sun came out last half hour.",10103,58901.8,false,,activities/848758483.gpx
849642095,2017-01-30 16:24:43,Leverett-Hadley,Ride,"Hillier way out, ultra-flat back.  Dressed up more, still numb toes.  ",9627,70499.3,false,,activities/849642095.gpx
854116943,2017-02-03 19:53:30,Afternoon Ride,Ride,"Shorter ride, went halfway up skinner, couldn't descend because it was damn icy",7366,37631.8,false,,activities/854116943.gpx
855203227,2017-02-04 17:09:22,Some hills,Ride,"Gulf Road climb and then North Valley-Buffam climb.  Nice ride, bit warmer than last few days.  Last ride in Amherst before heading back to indoor cycling, and just got cleared to run last week.",8944,57041.7,false,,activities/855203227.gpx
857798111,2017-02-06 21:30:16,20min Time Trial,Ride,"On the wattbike, 10min warmup, then 20 min time trial, went 9.00 miles, 310 watt average, 45 better than last time.  35 min easy afterwards",3900,37014.9,false,,
859511893,2017-02-07 09:30:34,Afternoon Ride,Ride,"Endurance ride, started easier and worked up to a 211w average",5400,56488.0,false,,
860077403,2017-02-08 21:30:32,55min Indoors,Ride,"Pretty easy 55 minutes, 179w average",3263,32186.9,false,,
