filename,caption
photos/AD545361-CB68-49A1-A2B0-7742E2E36B89.jpg,View from the top
photos/DBCBDD46-F0F2-4E52-B2F9-9EC8428A71F9.jpg,View from the top
photos/3F058A79-836C-4C45-BEB1-F87413D5F8BC.jpg,View from the top
photos/1252A32D-8D0F-44C4-8AA0-A4A1A7FAC432.jpg,Dirt roads around huehue
photos/3A8B7067-E0A9-43F0-9B59-D69BE046624E.jpg,""
photos/54784F52-FB1B-4205-AFEB-49BF9B61A08B.jpg,View of city from top of mountain I’ll be running a lot for the next few weeks
photos/E0BB0C31-CCD8-47D1-A0CA-32A2244E084D.jpg,""
photos/6B9CA489-79D2-4397-AFD9-E213FB28558B.jpg,""
photos/7C4D3B55-92C6-4C71-BD32-A2877D5669EB.jpg,""
photos/EBC4F1CE-4C0C-46FE-99B0-C82801C14674.jpg,""
photos/CA2B4BD6-3DB5-4936-B9F4-5E0B6522EF22.jpg,""
photos/200D953F-CACD-4616-B8E6-91EE7C63C940.jpg,""
